Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,Lead Quality,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity,Lead Score,Lead Category
Landing Page Submission,Google,No,0,4.0,60,2.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unknown,Unknown,Unknown,Mumbai,No,Modified,3.35,Cold Lead
API,Organic Search,No,0,4.0,127,4.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,2.12,Cold Lead
Landing Page Submission,Google,Yes,1,3.0,922,3.0,SMS Sent,India,Supply Chain Management,Online Search,Unemployed,Might be,Unknown,Other Metro Cities,No,SMS Sent,86.2,Hot Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1089,3.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,Might be,Unknown,Other Metro Cities,Yes,SMS Sent,91.25,Hot Lead
Landing Page Submission,Organic Search,No,0,16.0,262,8.0,Page Visited on Website,India,Rural and Agribusiness,Online Search,Unemployed,Not Sure,Other Leads,Other Cities,No,Page Visited on Website,2.55,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,31.95,Cold Lead
API,Google,No,0,3.0,273,1.5,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,2.77,Cold Lead
API,Google,No,0,2.0,10,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,26.74,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,15,4.0,Email Opened,India,Business Administration,Multiple Sources,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,Modified,2.7,Cold Lead
Landing Page Submission,Direct Traffic,No,0,1.0,343,1.0,Converted to Lead,India,Supply Chain Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,No,Modified,2.56,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,5.95,Cold Lead
Landing Page Submission,Google,No,1,5.0,273,5.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,Might be,Unknown,Mumbai,Yes,SMS Sent,49.26,Cold Lead
API,Google,No,0,3.0,152,3.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Low in Relevance,Other Leads,Unknown,No,Modified,7.45,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,2.0,122,2.0,Email Bounced,India,Business Administration,Unknown,Unemployed,Worst,Unknown,Mumbai,Yes,Modified,0.27,Cold Lead
API,Google,No,0,2.0,371,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,8.07,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1325,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,Not Sure,Other Leads,Other Cities,Yes,Email Opened,51.82,Warm Lead
Landing Page Submission,Google,No,1,4.0,1494,4.0,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,Might be,Unknown,Mumbai,No,SMS Sent,83.43,Hot Lead
Landing Page Submission,Direct Traffic,No,0,3.0,952,3.0,SMS Sent,United States,Finance Management,Unknown,Unemployed,Might be,Unknown,Mumbai,Yes,SMS Sent,77.26,Warm Lead
Landing Page Submission,Direct Traffic,Yes,0,4.0,209,4.0,Email Bounced,India,"Banking, Investment And Insurance",Unknown,Unemployed,Not Sure,Unknown,Thane & Outskirts,Yes,Modified,0.56,Cold Lead
API,Organic Search,No,0,7.0,1032,2.33,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,Unknown,Unknown,Thane & Outskirts,Yes,SMS Sent,92.57,Hot Lead
API,Organic Search,No,0,5.0,405,5.0,Email Opened,India,Marketing Management,Unknown,Unemployed,Might be,Other Leads,Mumbai,No,Email Opened,34.53,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,16.0,103,16.0,Page Visited on Website,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,0.71,Cold Lead
API,Olark Chat,Yes,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,0.54,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Olark Chat Conversation,0.9,Cold Lead
API,Organic Search,No,1,6.0,1201,3.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,High in Relevance,Potential Lead,Other Cities of Maharashtra,No,SMS Sent,99.43,Hot Lead
Landing Page Submission,Direct Traffic,No,0,5.0,49,5.0,SMS Sent,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,6.3,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Google,No,1,5.0,284,2.5,SMS Sent,India,Marketing Management,Other,Unemployed,Might be,Potential Lead,Thane & Outskirts,No,SMS Sent,85.39,Hot Lead
Landing Page Submission,Google,No,0,5.0,44,2.5,Email Opened,Australia,Human Resource Management,Online Search,Unemployed,Unknown,Unknown,Thane & Outskirts,No,Email Opened,2.82,Cold Lead
Landing Page Submission,Google,No,0,5.0,87,5.0,Email Opened,India,Operations Management,Online Search,Unemployed,Not Sure,Unknown,Thane & Outskirts,No,Email Opened,2.85,Cold Lead
Landing Page Submission,Google,No,1,5.0,1171,5.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Low in Relevance,Potential Lead,Other Cities,No,SMS Sent,98.66,Hot Lead
Landing Page Submission,Direct Traffic,Yes,0,1.0,322,1.0,Email Bounced,India,IT Projects Management,Unknown,Unknown,Unknown,Unknown,Mumbai,No,Modified,0.19,Cold Lead
API,Organic Search,No,1,2.0,1484,1.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,Might be,Potential Lead,Unknown,No,SMS Sent,94.83,Hot Lead
API,Google,No,0,3.0,70,1.5,SMS Sent,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,11.34,Cold Lead
API,Google,No,0,16.0,804,2.29,Page Visited on Website,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Page Visited on Website,14.71,Cold Lead
API,Google,No,0,3.0,214,3.0,Email Link Clicked,India,Marketing Management,Unknown,Unemployed,Low in Relevance,Other Leads,Unknown,No,Email Link Clicked,43.74,Cold Lead
Landing Page Submission,Google,No,1,5.0,1397,2.5,Page Visited on Website,India,Media and Advertising,Word Of Mouth,Unemployed,High in Relevance,Potential Lead,Other Cities,No,Modified,97.6,Hot Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,57.38,Warm Lead
Landing Page Submission,Google,No,0,4.0,1081,4.0,SMS Sent,India,Human Resource Management,Other,Unemployed,Might be,Unknown,Mumbai,No,SMS Sent,82.74,Hot Lead
API,Google,No,0,1.0,55,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Worst,Other Leads,Unknown,No,Modified,0.08,Cold Lead
Lead Add Form,Reference,No,1,3.0,992,2.0,Email Opened,Unknown,Marketing Management,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Modified,97.31,Hot Lead
Landing Page Submission,Google,No,0,3.0,1507,1.5,Email Opened,India,Retail Management,Unknown,Unemployed,Worst,Student of SomeSchool,Thane & Outskirts,Yes,Email Opened,8.63,Cold Lead
API,Google,No,0,2.0,535,2.0,Email Opened,India,Unknown,Unknown,Student,Worst,Student of SomeSchool,Unknown,No,Email Opened,0.1,Cold Lead
Landing Page Submission,Organic Search,No,1,5.0,1060,2.5,Email Opened,India,IT Projects Management,Unknown,Unemployed,Low in Relevance,Other Leads,Mumbai,Yes,Email Opened,97.69,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1421,2.0,Page Visited on Website,India,E-Business,Student of SomeSchool,Unknown,Unknown,Unknown,Other Metro Cities,No,Page Visited on Website,14.18,Cold Lead
API,Google,No,0,1.0,419,1.0,Converted to Lead,India,Marketing Management,Unknown,Unemployed,Worst,Other Leads,Unknown,No,Modified,0.11,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,SMS Sent,78.16,Warm Lead
Landing Page Submission,Direct Traffic,No,1,4.0,63,2.0,SMS Sent,India,Business Administration,Unknown,Unemployed,Might be,Potential Lead,Thane & Outskirts,Yes,SMS Sent,74.65,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
API,Google,No,0,2.0,444,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Worst,Other Leads,Unknown,No,Modified,0.22,Cold Lead
Landing Page Submission,Direct Traffic,No,0,20.0,814,2.5,Page Visited on Website,India,Healthcare Management,Online Search,Unknown,Unknown,Unknown,Other Metro Cities,Yes,Modified,8.76,Cold Lead
API,Direct Traffic,No,1,8.0,58,4.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Modified,79.3,Warm Lead
Landing Page Submission,Google,No,1,4.0,1298,4.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Not Sure,Unknown,Mumbai,No,SMS Sent,76.46,Warm Lead
API,Google,No,1,2.0,13,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,62.54,Warm Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Unknown,Healthcare Management,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,SMS Sent,98.5,Hot Lead
Landing Page Submission,Direct Traffic,No,1,3.0,425,1.5,Email Opened,United Arab Emirates,Operations Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Email Opened,12.41,Cold Lead
Landing Page Submission,Google,No,0,4.0,824,4.0,SMS Sent,India,Marketing Management,Word Of Mouth,Unemployed,Might be,Unknown,Mumbai,No,SMS Sent,76.41,Warm Lead
Landing Page Submission,Direct Traffic,No,0,9.0,145,4.5,Olark Chat Conversation,India,E-Business,Unknown,Unemployed,Unknown,Unknown,Thane & Outskirts,Yes,Modified,2.42,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,15.11,Cold Lead
API,Google,No,0,4.0,219,4.0,Email Opened,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Email Opened,4.21,Cold Lead
API,Google,No,0,11.0,565,2.75,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,37.36,Cold Lead
Landing Page Submission,Google,No,0,4.0,165,4.0,Email Opened,India,Finance Management,Unknown,Unemployed,Unknown,Unknown,Thane & Outskirts,Yes,Email Opened,3.63,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,"Banking, Investment And Insurance",Unknown,Unemployed,Low in Relevance,Potential Lead,Mumbai,No,Email Opened,97.16,Hot Lead
API,Organic Search,No,1,11.0,591,3.67,Email Opened,India,Rural and Agribusiness,Unknown,Working Professional,High in Relevance,Potential Lead,Other Cities,Yes,Modified,96.19,Hot Lead
Landing Page Submission,Direct Traffic,No,1,4.0,887,4.0,Email Opened,India,Marketing Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Mumbai,Yes,Email Opened,98.12,Hot Lead
Landing Page Submission,Direct Traffic,No,0,3.0,1686,3.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Not Sure,Unknown,Thane & Outskirts,Yes,Email Opened,18.32,Cold Lead
API,Organic Search,No,0,5.0,110,5.0,SMS Sent,India,Hospitality Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,8.86,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1364,1.5,SMS Sent,India,Finance Management,Unknown,Unemployed,Not Sure,Unknown,Other Cities of Maharashtra,Yes,SMS Sent,63.07,Warm Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,57.38,Warm Lead
Landing Page Submission,Direct Traffic,No,1,1.0,790,1.0,Converted to Lead,Oman,Finance Management,Unknown,Working Professional,Low in Relevance,Other Leads,Mumbai,Yes,Modified,96.61,Hot Lead
Landing Page Submission,Direct Traffic,No,1,2.0,640,2.0,SMS Sent,United Arab Emirates,Human Resource Management,Unknown,Unemployed,High in Relevance,Potential Lead,Other Cities,Yes,SMS Sent,99.08,Hot Lead
Landing Page Submission,Direct Traffic,Yes,0,1.0,1270,1.0,Email Bounced,India,Unknown,Unknown,Unemployed,Not Sure,Other Leads,Unknown,Yes,Email Bounced,15.08,Cold Lead
Landing Page Submission,Direct Traffic,No,0,1.0,249,1.0,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Modified,3.97,Cold Lead
Landing Page Submission,Direct Traffic,No,0,5.0,339,5.0,SMS Sent,India,IT Projects Management,Unknown,Unemployed,Not Sure,Unknown,Other Cities,Yes,SMS Sent,18.4,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,574,1.5,Email Opened,India,Human Resource Management,Unknown,Unemployed,Not Sure,Other Leads,Mumbai,Yes,Email Opened,36.91,Cold Lead
Landing Page Submission,Google,No,0,9.0,978,4.5,Page Visited on Website,India,Marketing Management,Online Search,Unemployed,Unknown,Unknown,Mumbai,No,Page Visited on Website,30.46,Cold Lead
Landing Page Submission,Direct Traffic,No,1,5.0,1098,5.0,SMS Sent,India,Operations Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,73.55,Warm Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,72.43,Warm Lead
Landing Page Submission,Organic Search,No,1,10.0,2112,3.33,Email Opened,India,Human Resource Management,Word Of Mouth,Unknown,Unknown,Unknown,Mumbai,No,Email Opened,55.44,Warm Lead
Landing Page Submission,Direct Traffic,No,0,2.0,268,2.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,Worst,Unknown,Other Cities of Maharashtra,Yes,Email Opened,0.23,Cold Lead
API,Organic Search,No,1,3.0,1169,3.0,SMS Sent,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,83.01,Hot Lead
Landing Page Submission,Direct Traffic,No,0,1.0,226,1.0,Converted to Lead,India,"Banking, Investment And Insurance",Unknown,Unemployed,Worst,Student of SomeSchool,Mumbai,Yes,Modified,0.09,Cold Lead
Landing Page Submission,Direct Traffic,No,1,6.0,122,3.0,SMS Sent,India,Business Administration,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,26.28,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,45,2.0,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,2.67,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
API,Direct Traffic,No,0,3.0,129,3.0,Email Link Clicked,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Link Clicked,2.06,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1158,1.5,Email Opened,India,Business Administration,Unknown,Unemployed,Not Sure,Other Leads,Tier II Cities,Yes,Email Opened,73.94,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,72.43,Warm Lead
Landing Page Submission,Direct Traffic,No,0,1.0,131,1.0,Converted to Lead,India,Healthcare Management,Unknown,Unemployed,Might be,Unknown,Mumbai,No,Modified,14.65,Cold Lead
Landing Page Submission,Google,No,1,4.0,1770,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Low in Relevance,Other Leads,Mumbai,No,Email Opened,89.48,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,422,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,Worst,Other Leads,Mumbai,Yes,Email Opened,0.18,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,75,4.0,Page Visited on Website,India,Marketing Management,Unknown,Unknown,Unknown,Unknown,Other Metro Cities,No,Page Visited on Website,1.34,Cold Lead
Landing Page Submission,Google,No,1,5.0,100,2.5,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Might be,Unknown,Mumbai,No,Modified,37.58,Cold Lead
Landing Page Submission,Organic Search,Yes,0,3.0,1801,3.0,Email Bounced,India,Marketing Management,Unknown,Unknown,Unknown,Unknown,Tier II Cities,Yes,Modified,13.57,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,4.0,383,4.0,SMS Sent,Unknown,IT Projects Management,Unknown,Unemployed,Unknown,Unknown,Other Cities of Maharashtra,No,SMS Sent,0.94,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Worst,Other Leads,Unknown,No,Email Opened,0.15,Cold Lead
Landing Page Submission,Google,No,1,11.0,1042,5.5,SMS Sent,India,Human Resource Management,Social Media,Unemployed,Might be,Unknown,Mumbai,No,SMS Sent,89.36,Hot Lead
Landing Page Submission,testone,No,0,5.0,304,2.5,Page Visited on Website,India,Human Resource Management,Advertisements,Unemployed,Worst,Other Leads,Thane & Outskirts,No,Page Visited on Website,0.37,Cold Lead
API,Google,No,0,6.0,263,1.2,Page Visited on Website,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Page Visited on Website,19.72,Cold Lead
API,Google,No,0,2.0,161,2.0,Unsubscribed,India,Unknown,Unknown,Unemployed,Worst,Other Leads,Unknown,No,Modified,0.17,Cold Lead
Landing Page Submission,Direct Traffic,No,0,6.0,158,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,SMS Sent,18.74,Cold Lead
Landing Page Submission,Organic Search,No,0,8.0,137,8.0,Page Visited on Website,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,Modified,2.66,Cold Lead
Landing Page Submission,Google,Yes,0,5.0,333,5.0,SMS Sent,India,Healthcare Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,No,SMS Sent,4.74,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,2.0,108,2.0,SMS Sent,India,Operations Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,No,SMS Sent,2.43,Cold Lead
Landing Page Submission,Google,No,0,6.0,397,6.0,SMS Sent,India,Operations Management,Multiple Sources,Unknown,Unknown,Unknown,Thane & Outskirts,No,Modified,7.18,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,1.0,907,1.0,Email Bounced,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,2.86,Cold Lead
Landing Page Submission,Google,No,0,4.0,692,4.0,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Unknown,Unknown,Thane & Outskirts,No,Email Opened,10.31,Cold Lead
Landing Page Submission,Google,No,1,4.0,1304,4.0,Email Opened,India,Finance Management,Other,Unemployed,Low in Relevance,Potential Lead,Mumbai,No,Email Opened,97.86,Hot Lead
Landing Page Submission,Direct Traffic,No,1,6.0,223,2.0,SMS Sent,India,Marketing Management,Multiple Sources,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,12.42,Cold Lead
Lead Add Form,Google,Yes,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,87.45,Hot Lead
Landing Page Submission,Organic Search,No,0,4.0,296,4.0,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Other Cities,No,Email Opened,2.63,Cold Lead
Landing Page Submission,Direct Traffic,No,1,9.0,1022,1.5,Page Visited on Website,India,Supply Chain Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Page Visited on Website,70.03,Warm Lead
API,Google,No,0,3.0,248,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,30.95,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
API,Google,No,1,3.0,1660,1.5,Email Opened,India,Finance Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Other Cities,No,Email Opened,93.04,Hot Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Email Opened,96.61,Hot Lead
API,Olark Chat,No,0,17.0,869,1.21,Page Visited on Website,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Page Visited on Website,33.62,Cold Lead
Landing Page Submission,Direct Traffic,No,0,10.0,360,2.5,Email Opened,India,Finance Management,Unknown,Unemployed,Unknown,Unknown,Other Metro Cities,Yes,Email Opened,12.29,Cold Lead
Landing Page Submission,Direct Traffic,No,0,6.0,353,6.0,Email Opened,India,E-Business,Unknown,Unemployed,Low in Relevance,Other Leads,Other Metro Cities,Yes,Email Opened,22.76,Cold Lead
Landing Page Submission,Google,No,1,4.0,1547,4.0,SMS Sent,India,Human Resource Management,Word Of Mouth,Unemployed,High in Relevance,Potential Lead,Mumbai,No,SMS Sent,99.36,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Direct Traffic,No,0,5.0,420,5.0,Converted to Lead,India,Unknown,Online Search,Unknown,Unknown,Unknown,Thane & Outskirts,No,Modified,2.34,Cold Lead
API,Direct Traffic,No,1,3.0,1759,3.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,High in Relevance,Potential Lead,Unknown,No,Email Opened,97.61,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,65,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,17.92,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,3.0,53,3.0,Email Bounced,India,E-COMMERCE,Unknown,Unemployed,Worst,Student of SomeSchool,Mumbai,No,Modified,0.1,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,72.47,Warm Lead
Landing Page Submission,Direct Traffic,No,1,4.0,1445,4.0,SMS Sent,India,Healthcare Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,SMS Sent,81.78,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1289,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,Might be,Unknown,Other Cities,Yes,Email Opened,73.94,Warm Lead
